,0
121,"Merece recomendarlo muy cordial servicio por parte de todo el personal del hotel,  excelente atención , excelente confort en la habitación, la vista de la ciudad es muy bonita,  esta ubicado en un muy buen sector de la ciudad. Nos encanto la estadía la pasamos muy bien . muchas gracias!"
122,"Aun existen detalles para que sea un hotel categoría MArriot, pues este fue el motivo por el cual lo escogimos, el personal se esfuerza mucho por la atención, pero hay detalles que les falta por mejorar, en especial en el restaurante para que sea mejor"
123,"El servicio muy bueno siempre muy atentos. El desayuno muy rico variado, lo único recomendacion es mejorar el servicio de internet pero no es siempre por lo demás muy bien lo recomiendo sin problemas 👍 "
124,"Esta vez solo estuve una noche y se me quedo el cargador del celular. Yo tenia una reunión de 8:00 a 12:00 y luego salia para una reunión y necesitaba carga mi celular. El botones salio y me compro el cargador, incluso me presto la $$ así pude cargar mi celular y salvar mi reunión por la tarde."
125,"Olvide mis pasaportes con dinero en efectivo en la habitación y me llamaron a decirme que los tenían guardados. Un lugar limpio, todo el personal súper amable , el mejor lugar para quedarse en Barranquilla "
126,"El hotel es muy moderno y tiene una excelente ubicación, las habitaciones son amplias y cómodas, en general un muy buen hotel... pero lástima que tengan tan descuidada y empolvada la terraza-bar, le resta puntos!"
127,"Es un excelente hotel, buena ubicación el servicio del personal es muy bueno y son muy amables. El desayuno. La habitacion cuenta con un amplio espacio, y muy comoda igual que el baño. Todo muy recomendado!!!"
128,"Las camas muy cómodas, la limpieza en la habitación era perfecta y el servicio siempre impecable. Muy biena experiencia, en mi caso fui por un viaje de trabajo y fue muy cómodo, tranquilo y acorde a la ocasión. "
129,el hotel tanto el ambiente y la comodidad de sus habitaciones fueron excelentes y todo estaba en perfecta armonia para el confort del huesped realmente repetiria esta experiencia es este excelente hotel 
130,"Todo muy lindo en el hotel, las personas en replcepcion, botones, desayuno, todo espectacular, mas de lo que esperaba. Me alegro que las personas puedan disfrutarlo. Una experiencia de amabilidad muy buena"
131,"el hotel tiene muy buena ubicación, las habitaciones son comodas y limpias, el personal es muy atento y pendiente de los requerimientos que se tienen como huesped.  Uso el hotel con frecuencia 1 vez al mes como minimo."
132,"Recomendaría el hotel debido a la experiencia de tranquilidad, servicio al cliente y sobretodo hospitalidad que allí se encuentra. Ademas la la forma como reciben al huésped denota un conocimiento previo en lo referente a la muy buena atención del servicios."
133,"El servicio y la experiencia muy buena!! Todo el mundo es amable, la atención es impecable, todo es positivo, además la ubicación es buenísima. Ya será mi opción cuando vuelva a Barranquilla, felicitaciones "
134,Quiero resaltar la cordialidad en general de todos los empleados. Todos prestos a dar soluciones y excelente atención. Pero Efrain lo máximo. no solo por su atención sino por su actitud de cordialidad y siempre con su sonrisa. Adicional a pesar de lo sucedido con Sarita mi  Nieta en la piscina la pronta respuesta y atención excelente. 
135,"Excelente servicio desde el botones hasta la gerente general del hotel, fuimos en familia para conocer Barranquilla y nos fue muy muy bien en el hotel, comida excelente, el precio de los alimentos un  poco elevado "
136,Excelente servicio y  la atención de todos fue realmente muy buena estaré siempre atenta a sus promociones para las próximas idas  a Barranquilla  Gracias por sus atenciones  la ubicación es muy buena siempre que pueda los recomendaría 
137,"Es minprimera vez en este hitel y la calidez de sus empleados, la comodidad yaspecto general de las habitaciones es excelente. El aseo se merece un 11/10, la amabilidad en el restaurante y funcionarios de todo el personal es destacable"
138,"todo excelente,  vale la pena recomendarlo,  la atención muy buena,  muy buen desayuno,  las intalacion muy buena y en el bar buena atención. el personal esta muy capacitado y muetran mucho interes e dar buen servicio"
139,lo mejor para pasar en familia sus habitaciones comodas el restaurante amplio  el servicio super bueno recomendaria el hotel la atencion increible ariel jennifer luis jesus fueron muy atentos y gracias por todo 
140,Esperaba que la habitación estuviera mejor decorada. Muy simple  y poco acogedora. Sin embargo estaba muy limpio todo y el servicio muy bueno. El personal agradable y sonriente. Buen desayuno. La ubicación muy buena 
141,"Excelente relación costo beneficio, muy buena atención de los empleados, solucionan los inconvenientes cuanto antes. El desayuno es variado y de muy buen sabor. Las habitaciones son grandes y cómodas. "
142,"Un hotel con historia parte de una buena cadena hotelera.  la piscina da tristeza es un area completamente descuidada,  abandonada nada agradable y lo peor nada que ver con las fotos de la pagina web. las habitaciones son tan cerca una de otra , que corrimos con tan mala suerte  que las 3 noches fue imposible dormir por la bulla que tenian los vecinos. se llamo mas de 5 veces a recepcion y nadie nos ayudo. el restaurante es bueno. aseo de habitaciones adecuado."
143,"Muy agradado por la receptividad y cordialidad de todos los empleados del hotel, grata atención, excelentes opciones de desayuno, en lineas generales los recomendaría en un 100%, de seguro volveré a visitarlos en un futuro."
144,En general me gusto mucho el hotel sobre todo la atención de todo el personal. Algunos detalles mínimos como la piscina está pequeña y el parqueadero también pero del resto lo recomiendo y muy bueno el desayuno 
145,"Desayuno tipo buffet con buenas y variadas opciones. El personal muy amable en todo momento, la habitacion limpia y muy comoda.  Definitivamente espero volver a hospedarme en el hotel en mis proximos viajes a la ciudad. "
146,"Sugiero que se tome en cuenta que se pueda atender por la noche el servicio de comida me acosté sin cenar y fue bastante incomodo, me dijeron que solo atendían hasta las 10:00 p.m. Esto es importante."
147,Lamentablemente el restaurant del hotel no esta disponible el fin de semana que me quede debido a que lo rentan para eventos particulares. Me parece que la prioridad de un hotel siempre debe ser el huesped.
148,"Excelente hotel en cuanto  a servicio y ubicacion ,tienen un personal calificado en todas sus instalaciones100% recomendable a todos mis socios y amistades, espero no bajen su excelencia en el servicio."
149," La ubicación del hotel es excelente. La relación calidad precio es muy buena. La atención en el restaurante fue excelente, resalto la atención de la señorita JENNIFER que nos atendió muy bien. Espero volver muy pronto y hospedarme con ustedes. "
150,"Recomendado para disfrutar de cualquier ambiente. Toda la decoración e infraestructura muy linda. Olor agradable en todas las áreas. La vista del último piso es hermosa, puedes apreciar gran parte de la ciudad. Lo único malo es que la pequeña es bastante pequeña y poco profunda. "
151,"Es un hotel muy cómodo,el menú del desayuno fue muy rico y garantiza seguridad en el acceso a las habitaciones. Las salas de reunión son bastante cómodas y en la noche se pudo descansar sin interrupciones."
152,"Excelente hotel, con pequeños detalles como todos. Camas muy comodas, Habitaciones espaciosas Pocos parqueaderos, deberia aclararlo en la pagina web. La picina en el techo es pequeña y el bar esta fuera de servicio "
153, muy recomendado cerca a todo. perfecto para ir en pareja.  las instalaciones son muy cómodas.  la atención del personal es muy destacado. las habitaciones son geniales cómodas don buena iluminación ero clima dentro de ellas es perfecto no necesitas activar el aire
154,"I spent six wonderful nights at Four Points by Sheraton (GHL) in Barranquilla. I don't believe that I have ever been as impressed by a hotel as I was by this hotel. Everything was beyond my expectations. Check in was smooth and I was made to feel that the staff were awaiting my arrival. My room had a super comfortable king size bed, plenty of walk around space, a nice view, adequate air conditioning, a well stocked minibar, lots of room for my clothing, a great TV, a marble tiled bathroom with a rainstorm shower. I did not lack any amenity. The rooftop pool and exercise room were well cared for and enjoyable. The buffet breakfast was plentiful and delicious. There was always complimentary water, tea and coffee available in the lobby and the hotel is clean and well maintained. I"
155,…
156,"Mi estadía en este hotel fue perfecta de principio a fin, desde sus instalaciones hasta la calidad humana de el personal siempre tratando de hacer lo posible por cubrir mis necesidades. Con gusto me hospedaria ahí en el futuro."
157,"El servicio del hotel es inmejorable. Sin embargo, hay algunos aspectos que se pueden mejorar, como por ejemplo la insonorización de los cuertos, ya que se escucha bastante claro lo que pasa afuera de la habitación."
158,Excelente hotel y excelente actitud de los empleados. Las personas son queridas y en especial hay una de las señoras que hace el aseo que saluda con una sonrisa y contagia a todos de su energía. Los recepcionistas son muy amables y todos están dispuestos a ayudar.
159,"Un hermoso hotel apropiado para una estadía en Barranquilla. Esta en un barrio residencial, rodeado de casas muy lindas, restaurantes, centro comercial y un desayuno muy variado. Las habitaciones  son grandes, iluminadas, con un baño espacioso. Nosotros no tuvimos problemas de ruidos, tal vez porque no estábamos frente a la calle. Tiene room service y en la habitación  contas con cafetera con café de cortesía y frigobar. Recomendable!!!"
160,"Los días de carnaval para esta gente prevalece más que dar una buena atención a un cliente de la cadena PSG y que lleva más de 2 meses hospedado en ese hotel. Esta estadía dejó mucho que desear la cual nos obligó a probar otros hoteles en la ciudad, encontrando mejores opciones en cuanto a relación de comodidad-atención- precio."
